accuracy,loss,val_accuracy,val_loss,learning_rate,phase
0.5345997214317322,1.7073286771774292,0.8417721390724182,0.658903956413269,9.999999747378752e-05,head
0.6716417670249939,1.1230077743530273,0.7658227682113647,0.5878361463546753,9.999999747378752e-05,head
0.6906377077102661,0.9830832481384277,0.7151898741722107,0.5438233017921448,9.999999747378752e-05,head
0.6906377077102661,1.0390973091125488,0.7151898741722107,0.5157202482223511,9.999999747378752e-05,head
0.7584803104400635,0.7513810396194458,0.8101266026496887,0.46231314539909363,9.999999747378752e-05,head
0.770691990852356,0.7449415326118469,0.8101266026496887,0.46110424399375916,9.999999747378752e-05,head
0.7571234703063965,0.8484216928482056,0.797468364238739,0.5074003338813782,9.999999747378752e-05,head
0.7476255297660828,0.8400146961212158,0.8037974834442139,0.468830943107605,9.999999747378752e-05,head
0.7829036712646484,0.7370520234107971,0.8164557218551636,0.4494796395301819,9.999999747378752e-05,head
0.7869741916656494,0.6853662729263306,0.797468364238739,0.4946696162223816,9.999999747378752e-05,head
0.7951153516769409,0.6660026907920837,0.7911392450332642,0.5004159212112427,9.999999747378752e-05,head
0.7924016118049622,0.6905092597007751,0.7658227682113647,0.5677737593650818,9.999999747378752e-05,head
0.7856173515319824,0.6168893575668335,0.7911392450332642,0.5375214219093323,2.9999999242136255e-05,head
0.8046132922172546,0.6087303757667542,0.8037974834442139,0.5211008787155151,2.9999999242136255e-05,head
0.8168249726295471,0.6213670969009399,0.8101266026496887,0.5196046233177185,2.9999999242136255e-05,head
0.7815468311309814,0.6598023176193237,0.8227847814559937,0.45009270310401917,9.999999747378752e-06,fine_tuning
0.8046132922172546,0.6749207973480225,0.8354430198669434,0.4459914565086365,9.999999747378752e-06,fine_tuning
0.7734056711196899,0.706791341304779,0.8354430198669434,0.45305460691452026,9.999999747378752e-06,fine_tuning
0.7991858720779419,0.6619361639022827,0.8227847814559937,0.47381195425987244,9.999999747378752e-06,fine_tuning
0.8046132922172546,0.6662819385528564,0.8101266026496887,0.5059596300125122,9.999999747378752e-06,fine_tuning
0.7788330912590027,0.6788008213043213,0.8101266026496887,0.5155515670776367,2.9999998787388904e-06,fine_tuning
0.7734056711196899,0.7471678853034973,0.8101266026496887,0.5146289467811584,2.9999998787388904e-06,fine_tuning
0.8018996119499207,0.6246317028999329,0.8101266026496887,0.5161492824554443,2.9999998787388904e-06,fine_tuning
