accuracy,loss,val_accuracy,val_loss,learning_rate,phase
0.4694708287715912,1.512718677520752,0.7341772317886353,0.6202406287193298,9.999999747378752e-05,head
0.7014925479888916,0.9226964712142944,0.7594936490058899,0.5226689577102661,9.999999747378752e-05,head
0.746268630027771,0.8139270544052124,0.8544303774833679,0.4107498824596405,9.999999747378752e-05,head
0.7571234703063965,0.8661829233169556,0.892405092716217,0.40498945116996765,9.999999747378752e-05,head
0.769335150718689,0.7804130911827087,0.892405092716217,0.4080325663089752,9.999999747378752e-05,head
0.7815468311309814,0.7229929566383362,0.892405092716217,0.4199257493019104,9.999999747378752e-05,head
0.7584803104400635,0.718448281288147,0.8797468543052673,0.40482476353645325,9.999999747378752e-05,head
0.7557666301727295,0.6617389917373657,0.8987341523170471,0.3624233901500702,9.999999747378752e-05,head
0.7978290319442749,0.6368304491043091,0.9177215099334717,0.3118889629840851,9.999999747378752e-05,head
0.7747625708580017,0.645264208316803,0.9240506291389465,0.29479172825813293,9.999999747378752e-05,head
0.8317503333091736,0.49465614557266235,0.905063271522522,0.2829459607601166,9.999999747378752e-05,head
0.8249660730361938,0.5504065752029419,0.9113923907279968,0.301378458738327,9.999999747378752e-05,head
0.8398914337158203,0.5377199053764343,0.892405092716217,0.3279602825641632,9.999999747378752e-05,head
0.8344640731811523,0.4649849534034729,0.9177215099334717,0.2683365046977997,9.999999747378752e-05,head
0.8412483334541321,0.5398105978965759,0.8860759735107422,0.3135271370410919,9.999999747378752e-05,head
0.8331071734428406,0.5080313086509705,0.892405092716217,0.2986837327480316,9.999999747378752e-06,fine_tuning
0.8873812556266785,0.37827402353286743,0.905063271522522,0.25713223218917847,9.999999747378752e-06,fine_tuning
0.8575305342674255,0.3973725736141205,0.892405092716217,0.2766140401363373,9.999999747378752e-06,fine_tuning
0.868385374546051,0.4381023049354553,0.892405092716217,0.2673114240169525,9.999999747378752e-06,fine_tuning
0.869742214679718,0.3747144937515259,0.892405092716217,0.29725271463394165,9.999999747378752e-06,fine_tuning
0.8616011142730713,0.3642827272415161,0.8987341523170471,0.2801841199398041,2.9999998787388904e-06,fine_tuning
0.8900949954986572,0.3394331634044647,0.892405092716217,0.28535813093185425,2.9999998787388904e-06,fine_tuning
0.8602442145347595,0.44285130500793457,0.892405092716217,0.25292664766311646,2.9999998787388904e-06,fine_tuning
0.869742214679718,0.3976600766181946,0.8987341523170471,0.27144303917884827,2.9999998787388904e-06,fine_tuning
0.869742214679718,0.35575518012046814,0.892405092716217,0.27369704842567444,2.9999998787388904e-06,fine_tuning
0.8887381553649902,0.3547007441520691,0.9177215099334717,0.26990431547164917,2.9999998787388904e-06,fine_tuning
0.8765264749526978,0.3309849500656128,0.905063271522522,0.27461642026901245,8.999999749903509e-07,fine_tuning
0.8914518356323242,0.3253645598888397,0.905063271522522,0.27053433656692505,8.999999749903509e-07,fine_tuning
0.8887381553649902,0.32475027441978455,0.905063271522522,0.26217883825302124,8.999999749903509e-07,fine_tuning
